variant_label,sub_test_json,pair_group,left_scale,right_scale,item_id,item_text,left_anchor,right_anchor,left_choice_score,right_choice_score,score_maps_equal,suggested_direct_scale,suggested_reverse_scale,review_status
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z1,A1,47,,계획에 맞춰 하는,상황에 맞춰 하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z2,A2,40,나는,마감 기한 전부터 최선을 다한다.,마감 기한이 다가올 때 최선을 다한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z2,A2,42,나는,기한보다 일을 일찍 시작하는 편이다.,기한에 임박하여 일을 시작하는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z2,A2,43,"나는 숙제를 할 때,",미루지 않고 바로 한다.,미루다가 마지막에 한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z2,A2,66,,꾸준하게 노력하는,한 번에 최선을 다하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z3,A3,19,"나는 결정할 때,",꼼꼼히 따져 살펴본다.,나의 직관을 믿는다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z3,A3,24,나는,신중하며 조심성이 있는 편이다.,즉흥적이고 위험을 감수하는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z3,A3,52,,즉흥적으로 행동하는,신중하게 행동하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z3,A3,57,,조심스럽게 행동하는,거침없이 행동하는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z4,A4,29,나는,정해진 일정을 잘 따르는 편이다.,나만의 일정을 만드는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z4,A4,33,나는,정해진 규칙을 잘 따르는 편이다.,나만의 규칙을 만드는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z4,A4,37,나는 문제 상황에서,제시된 해결책을 따르는 편이다.,나만의 해결책을 만드는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Z/A,Z4,A4,62,,정해진 목표,나만의 목표,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense1,Calm1,5,"나는 어떤 문제가 생겼을 때,",그 문제가 심각해질까 봐 염려한다.,어떻게든 해결될 것이라고 기대한다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense1,Calm1,10,나는,문제를 걱정하는 데 많은 시간을 쓴다.,문제를 크게 걱정하지 않는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense1,Calm1,15,나의 미래는,걱정된다.,"걱정할 필요가 없고, 오늘을 즐기며 산다.","{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense1,Calm1,48,,걱정하는,여유 있는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense2,Calm2,20,나는,수줍음이 많고 쉽게 당황하는 편이다.,활발하고 자신감이 있는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense2,Calm2,25,나는 다른 사람들이 나를 어떻게 생각할지에 대해,신경을 쓰는 편이다.,신경 쓰지 않는 편이다.,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense2,Calm2,53,,확신하는,자신 없는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
child,"{""school_age_range"": {""as_of_time"": ""00:00:00"", ""start_inclusive"": [4, 0, 0], ""end_exclusive"": [15, 0, 0]}, ""gender"": [""male"", ""female""]}",Tense/Calm,Tense2,Calm2,58,,조심스러운,자신 있는,"{""1"": ""1"", ""2"": ""2"", ""3"": ""3"", ""4"": ""4"", ""5"": ""5"", ""6"": ""6""}","{""1"": ""6"", ""2"": ""5"", ""3"": ""4"", ""4"": ""3"", ""5"": ""2"", ""6"": ""1""}",no,,,needs_review
